id,geometry,timestamp,dB,frequency,Spotter
1510246289,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2023/01/06 08:57:00",,,
1510245438,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-110.7917,32.4375]]}","2023/01/06 08:55:00",,,
1510245288,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2023/01/06 08:55:00",,,
1510028651,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-122.5417,49.1875]]}","2023/01/05 16:30:00",,,
1509650162,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2023/01/04 13:33:00",,,
1509636914,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2023/01/04 12:45:00",,,
1509636826,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-110.7917,32.4375]]}","2023/01/04 12:45:00",,,
1509558359,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2023/01/04 10:53:00",,,
1509556243,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-123.0417,45.3542]]}","2023/01/04 10:49:00",,,
1509187506,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-123.0417,45.3542]]}","2023/01/03 09:50:00",,,
1509187504,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2023/01/03 09:50:00",,,
1509186914,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-123.0417,45.3542]]}","2023/01/03 09:47:00",,,
1508944534,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-123.0417,45.3542]]}","2023/01/02 16:03:00",,,
1508870793,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2023/01/02 11:14:00",,,
1508462804,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2023/01/01 08:06:00",,,
1508134015,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-123.0417,45.3542]]}","2022/12/31 12:06:00",,,
1508126768,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-117.0417,33.1042]]}","2022/12/31 11:17:00",,,
1508126506,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-123.0417,45.3542]]}","2022/12/31 11:15:00",,,
1508126092,"{""type"":""LineString"",""coordinates"":[[-122.42299,37.72286],[-112.7917,34.0625]]}","2022/12/31 11:12:00",,,
